product_id,product_name,price,cogs
P1686,Sanford Pocket Accent Hig,1.6,0.91
P1687,TOPS Money Receipt Book ,8.01,4.41
P1688,Euro Pro Shark Stick Mini,12.2,45.13
P1689,Grip Seal Envelopes,3.54,2.34
P1690,Manila Recycled Extra-Hea,10.98,5.6
P1691,Memorex Mini Travel Drive,20,12.2
P1692,TOPS Voice Message Log Bo,3.81,2.43
P1693,Acco Recycled 2 Capacity,2.89,7.66
P1694,Panasonic KX MB2061 Multi,239.64,221.67
P1695,Nortel Business Series Te,111.19,100.07
P1696,Canon imageCLASS 2200 Adv,2100,1820
P1697,BIC Liqua Brite Liner,5.55,4.44
P1698,Eldon Expressions Mahogan,6.24,4.68
P1699,Logitech G13 Programmable,63.99,71.19
P1700,Telephone Message Books w,6.35,3.43
P1701,Executive Impressions 16-,10.69,14.96
P1702,Panasonic KX MC6040 Color,449.95,328.46
P1703,Xerox 230,6.48,3.37
P1704,Xerox Blank Computer Pape,19.98,10.59
P1705,Cisco CP-7937G Unified IP,347.85,361.77
P1706,Bush Cubix Conference Tab,230.98,173.23
P1707,Canon Color ImageCLASS MF,335.99,321.59
P1708,IBM Multi-Purpose Copy Pa,30.98,17.04
P1709,Xerox 1975,5.18,3.3
P1710,Penpower WorldCard Pro Ca,91.48,93.31
P1711,Wirebound Message Books ,5.63,3.73
P1712,Sanyo 2.5 Cubic Foot Mid-,223.85,207.06
P1713,Translucent Push Pins by ,1.98,1.25
P1714,Eldon Executive Woodline ,16.36,29.44
P1715,Memorex Mini Travel Drive,6.81,5.03
P1716,DAX Executive Solid Wood ,12.58,8.3
P1717,Avery Hi-Liter Pen Style ,3.85,2.27
P1718,Avanti 1.7 Cu. Ft. Refrig,100.98,72.71
P1719,Jabra SPEAK 410 Multidevi,164.79,154.49
P1720,Brother MFC-9340CDW LED A,114,220.39
P1721,Blue Parrot B250XT Profes,59.99,52.49
P1722,Fiskars Home & Office Sci,8.88,6.39
P1723,HP Office Paper (20Lb. an,6.68,3.47
P1724,First Data TMFD35 PIN Pad,142.8,112.81
P1725,Eldon 300 Class Desk Acce,4.95,2.77
P1726,Sauder Facets Collection ,296.79,296.79
P1727,iHome FM Clock Radio with,55.99,52.49
P1728,Boston 16765 Mini Stand U,9.33,8.63
P1729,Newell 339,2.23,2.06
P1730,Tenex Chairmat w/ Average,60.54,136.22
P1731,Avery 498,2.31,1.53
P1732,Eldon 500 Class Desk Acce,9.66,8.09
P1733,Barricks Non-Folding Util,68.23,60.56
P1734,Sony Micro Vault Click 4 ,13.94,11.99
P1735,Avery 478,4.91,2.51
P1736,Array Memo Cubes,5.18,2.64
P1737,Rediform S.O.S. 1-Up Phon,9.38,4.88
P1738,Avery 515,12.53,6.64
P1739,Advantus SlideClip Paper ,3.41,1.77
P1740,Samsung Replacement EH64A,5.5,4.13
P1741,Avery 484,2.31,1.47
P1742,Okidata C610n Printer,454.3,460.79
P1743,Belkin F9M820V08 8 Outlet,34.38,30.52
P1744,Safco Value Mate Steel Bo,49.69,49.69
P1745,Acme Preferred Stainless ,5.68,4.03
P1746,6 Cubicle Wall Clock Bl,8.09,5.18
P1747,14-7/8 x 11 Blue Bar Comp,48.04,24.98
P1748,Global Task Chair Black,35.63,45.3
P1749,AT&T CL83451 4-Handset Te,164.79,146.25
P1750,Acco Perma 2700 Stacking ,29.74,25.28
P1751,Electrix Architect s Clam,95.46,67.78
P1752,Xerox 1968,5.34,3.47
P1753,Lexmark X 9575 Profession,99,51.48
P1754,Kleencut Forged Office Sh,2.08,1.46
P1755,PayAnywhere Card Reader,7.99,7.29
P1756,Eldon 400 Class Desk Acce,7,5.08
P1757,Xerox 1905,6.48,3.37
P1758,Hoover Commercial Lightwe,46.52,172.11
P1759,Newell 328,5.84,4.32
P1760,Letter Size File,39.7,28.19
P1761,Zebra GK420t Direct Therm,117.29,273.67
P1762,Fellowes Econo/Stor Drawe,77.54,91.11
P1763,Bush Westfield Collection,30.29,93.91
P1764,SAFCO Folding Chair Troll,102.59,92.33
P1765,Xerox 1982,22.84,12.34
P1766,Linden 12 Wall Clock Wit,33.98,23.79
P1767,Okidata B401 Printer,60,143.99
P1768,Okidata B400 Printer,343.2,304.59
P1769,Logitech Wireless Headset,34.39,25.36
P1770,Cherry 142-key Programmab,119.93,106.74
P1771,Belkin F9S820V06 8 Outlet,32.48,22.74
P1772,Newell 338,2.94,2.15
P1773,Magnifier Swing Arm Lamp,20.98,15.53
P1774,Xiaomi Mi3,569.99,421.79
P1775,Avaya 5420 Digital phone,134.99,101.24
P1776,Texas Instrument TI-15 Fr,4.34,7.8
P1777,Stockwell Gold Paper Clip,1.47,0.94
P1778,O Sullivan Cherrywood Est,67.98,66.28
P1779,Konica Minolta magicolor ,39.99,25.19
P1780,NETGEAR RangeMax WNR1000 ,19.99,15.99
P1781,Hewlett-Packard Deskjet 3,380,197.6
P1782,Motorola Moto X,271.99,248.19
P1783,Xerox 215,6.48,3.37
P1784,Belkin OmniView SE Rackmo,35.48,35.48
P1785,Newell 318,2.78,2.06
P1786,Avery 517,3.69,1.96
P1787,Harmony HEPA Quiet Air Pu,11.7,7.6
P1788,Xerox 1907,12.28,6.51
P1789,Xerox 1958,6.48,3.37
P1790,Seth Thomas 12 Clock w/ ,22.98,15.17
P1791,Strathmore Photo Mount Ca,6.78,3.66
P1792,LG G2,299.99,374.99
P1793,Samsung Galaxy Note 2,367.99,331.19
P1794,Hoover Commercial SteamVa,2.72,9.51
P1795,I.R.I.S IRISCard Anywhere,116.99,66.29
P1796,Canon Image Class D660 Co,599.99,323.99
P1797,HP Officejet Pro 8600 e-A,119.99,100.49
P1798,Microsoft Wireless Mobile,31.99,27.19
P1799,Belkin 8 Outlet SurgeMast,80.98,59.93
P1800,Col-Erase Pencils with Er,4.87,4.32
P1801,Xerox 1980,4.28,2.35
P1802,Career Cubicle Clock 8 1,20.28,12.57
P1803,Unpadded Memo Slips,3.98,1.99
P1804,Panasonic KX - TS880B Tel,41.22,30.09
P1805,Multimedia Mailers,162.93,87.98
P1806,Color-Coded Legal Exhibit,4.91,2.51
P1807,Computer Printout Paper w,47.9,24.91
P1808,Pencil and Crayon Sharpen,1.75,1.6
P1809,Avery 5,2.88,1.47
P1810,Universal Ultra Bright Wh,5.18,3.3
P1811,Plastic Stacking Crates &,4.47,4.13
P1812,Nokia Lumia 925,125.99,93.23
P1813,Bulldog Table or Wall-Mou,5.99,4.25
P1814,Belkin 8-Outlet Premiere ,69.48,48.64
P1815,Sony 8GB Class 10 Micro S,9.06,8.95
P1816,Hewlett-Packard 300S Scie,13.11,7.08
P1817,Eureka Disposable Bags fo,0.81,3.05
P1818,Cisco Desktop Collaborati,77.16,51.12
P1819,Boston 1799 Powerhouse El,25.98,18.71
P1820,Fellowes Smart Surge Ten-,60.22,43.36
P1821,Hewlett-Packard Desktjet ,680.9,347.26
P1822,Kingston Digital DataTrav,33.78,31.08
P1823,Hewlett-Packard Deskjet 5,199.04,182.46
P1824,Quartet Alpha White Chalk,1.77,1.17
P1825,Wirebound Message Forms ,8.17,4.33
P1826,Xerox 1998,5.18,3.37
P1827,Mead 1st Gear 2 Zipper B,10.38,6.49
P1828,Global Enterprise Series ,207.18,181.28
P1829,Maxell 4.7GB DVD+RW 3/Pac,275.54,157.06
P1830,While you Were Out Mess,2.97,1.85
P1831,Bush Birmingham Collectio,91.69,104.78
P1832,iOttie XL Car Mount,15.99,19.59
P1833,Xerox 1984,6.48,3.31
P1834,Global Adaptabilites Book,430.98,405.12
P1835,Lexmark 20R1285 X6650 Wir,120,63.6
P1836,Post-it,7.28,3.79
P1837,Stride Job 150 Highlighte,5.98,3.83
P1838,Socket Bluetooth Cordless,168.76,109.69
P1839,Wasp CCD Handheld Bar Cod,112.17,97.21
P1840,Xerox 1989,3.99,2.64
P1841,Panasonic KP-310 Heavy-Du,21.98,15.39
P1842,Xerox 1969,5.78,2.95
P1843,Cubify CubeX 3D Printer T,2000,2959.99
P1844,Decoflex Hanging Personal,15.42,11.41
P1845,Xerox 1938,38.32,24.91
P1846,Xerox 1901,4.23,2.91
P1847,Panasonic Business,182.02,127.41
P1848,Bush Saratoga Collection ,119.83,132.52
P1849,Acco Glide Clips,3.92,2
P1850,Cardinal Slant-D Ring Bin,6.95,4.69
